date,alt_value,cmc_value,diff_cmc_minus_alt,abs_diff,alt_classification,cmc_classification,same_classification
2024-11-25,82,83,1,1,Extreme Greed,Extreme greed,True
2024-11-26,79,80,1,1,Extreme Greed,Extreme greed,True
2024-11-27,75,85,10,10,Greed,Extreme greed,False
2024-11-28,77,84,7,7,Extreme Greed,Extreme greed,True
2024-11-29,78,84,6,6,Extreme Greed,Extreme greed,True
2024-11-30,84,83,-1,1,Extreme Greed,Extreme greed,True
2024-12-01,81,83,2,2,Extreme Greed,Extreme greed,True
2024-12-02,80,80,0,0,Extreme Greed,Extreme greed,True
2024-12-03,76,80,4,4,Extreme Greed,Extreme greed,True
2024-12-04,78,83,5,5,Extreme Greed,Extreme greed,True
2024-12-05,84,80,-4,4,Extreme Greed,Extreme greed,True
2024-12-06,72,83,11,11,Greed,Extreme greed,False
2024-12-07,75,82,7,7,Greed,Extreme greed,False
2024-12-08,79,82,3,3,Extreme Greed,Extreme greed,True
2024-12-09,78,83,5,5,Extreme Greed,Extreme greed,True
2024-12-10,78,76,-2,2,Extreme Greed,Greed,False
2024-12-11,74,73,-1,1,Greed,Greed,True
2024-12-12,83,80,-3,3,Extreme Greed,Extreme greed,True
2024-12-13,76,78,2,2,Extreme Greed,Greed,False
2024-12-14,83,79,-4,4,Extreme Greed,Greed,False
2024-12-15,80,77,-3,3,Extreme Greed,Greed,False
2024-12-16,83,80,-3,3,Extreme Greed,Extreme greed,True
2024-12-17,87,81,-6,6,Extreme Greed,Extreme greed,True
2024-12-18,81,80,-1,1,Extreme Greed,Extreme greed,True
2024-12-19,75,69,-6,6,Greed,Greed,True
2024-12-20,74,62,-12,12,Greed,Greed,True
2024-12-21,73,62,-11,11,Greed,Greed,True
2024-12-22,73,59,-14,14,Greed,Neutral,False
2024-12-23,70,54,-16,16,Greed,Neutral,False
2024-12-24,73,55,-18,18,Greed,Neutral,False
2024-12-25,73,62,-11,11,Greed,Greed,True
2024-12-26,79,63,-16,16,Extreme Greed,Greed,False
2024-12-27,74,54,-20,20,Greed,Neutral,False
2024-12-28,72,51,-21,21,Greed,Neutral,False
2024-12-29,73,54,-19,19,Greed,Neutral,False
2024-12-30,65,50,-15,15,Greed,Neutral,False
2024-12-31,64,48,-16,16,Greed,Neutral,False
2025-01-01,66,49,-17,17,Greed,Neutral,False
2025-01-02,70,51,-19,19,Greed,Neutral,False
2025-01-03,74,57,-17,17,Greed,Neutral,False
2025-01-04,73,60,-13,13,Greed,Greed,True
2025-01-05,72,61,-11,11,Greed,Greed,True
2025-01-06,76,60,-16,16,Extreme Greed,Greed,False
2025-01-07,78,66,-12,12,Extreme Greed,Greed,False
2025-01-08,70,54,-16,16,Greed,Neutral,False
2025-01-09,69,49,-20,20,Greed,Neutral,False
2025-01-10,50,43,-7,7,Neutral,Neutral,True
2025-01-11,69,48,-21,21,Greed,Neutral,False
2025-01-12,62,48,-14,14,Greed,Neutral,False
2025-01-13,61,47,-14,14,Greed,Neutral,False
2025-01-14,63,46,-17,17,Greed,Neutral,False
2025-01-15,70,51,-19,19,Greed,Neutral,False
2025-01-16,75,60,-15,15,Greed,Greed,True
2025-01-17,75,57,-18,18,Greed,Neutral,False
2025-01-18,77,66,-11,11,Extreme Greed,Greed,False
2025-01-19,77,64,-13,13,Extreme Greed,Greed,False
2025-01-20,76,58,-18,18,Extreme Greed,Neutral,False
2025-01-21,76,59,-17,17,Extreme Greed,Neutral,False
2025-01-22,84,66,-18,18,Extreme Greed,Greed,False
2025-01-23,75,60,-15,15,Greed,Greed,True
2025-01-24,75,61,-14,14,Greed,Greed,True
2025-01-25,75,61,-14,14,Greed,Greed,True
2025-01-26,73,60,-13,13,Greed,Greed,True
2025-01-27,71,55,-16,16,Greed,Neutral,False
2025-01-28,72,53,-19,19,Greed,Neutral,False
2025-01-29,72,50,-22,22,Greed,Neutral,False
2025-01-30,70,54,-16,16,Greed,Neutral,False
2025-01-31,76,54,-22,22,Extreme Greed,Neutral,False
2025-02-01,68,50,-18,18,Greed,Neutral,False
2025-02-02,60,47,-13,13,Greed,Neutral,False
2025-02-03,44,39,-5,5,Fear,Fear,True
2025-02-04,72,45,-27,27,Greed,Neutral,False
2025-02-05,54,38,-16,16,Neutral,Fear,False
2025-02-06,49,35,-14,14,Neutral,Fear,False
2025-02-07,44,35,-9,9,Fear,Fear,True
2025-02-08,44,35,-9,9,Fear,Fear,True
2025-02-09,46,35,-11,11,Fear,Fear,True
2025-02-10,43,35,-8,8,Fear,Fear,True
2025-02-11,47,37,-10,10,Neutral,Fear,False
2025-02-12,46,35,-11,11,Fear,Fear,True
2025-02-13,50,40,-10,10,Neutral,Neutral,True
2025-02-14,48,38,-10,10,Neutral,Fear,False
2025-02-15,50,41,-9,9,Neutral,Neutral,True
2025-02-16,54,41,-13,13,Neutral,Neutral,True
2025-02-17,51,38,-13,13,Neutral,Fear,False
2025-02-18,47,38,-9,9,Neutral,Fear,False
2025-02-19,44,37,-7,7,Fear,Fear,True
2025-02-20,49,40,-9,9,Neutral,Neutral,True
2025-02-21,55,43,-12,12,Greed,Neutral,False
2025-02-22,49,38,-11,11,Neutral,Fear,False
2025-02-23,50,40,-10,10,Neutral,Neutral,True
2025-02-24,49,40,-9,9,Neutral,Neutral,True
2025-02-25,25,29,4,4,Extreme Fear,Fear,False
2025-02-26,21,26,5,5,Extreme Fear,Fear,False
2025-02-27,10,20,10,10,Extreme Fear,Fear,False
2025-02-28,16,21,5,5,Extreme Fear,Fear,False
2025-03-01,20,20,0,0,Extreme Fear,Fear,False
2025-03-02,26,22,-4,4,Fear,Fear,True
2025-03-03,33,39,6,6,Fear,Fear,True
2025-03-04,15,24,9,9,Extreme Fear,Fear,False
2025-03-05,20,25,5,5,Extreme Fear,Fear,False
2025-03-06,25,30,5,5,Extreme Fear,Fear,False
2025-03-07,34,30,-4,4,Fear,Fear,True
2025-03-08,28,25,-3,3,Fear,Fear,True
2025-03-09,27,24,-3,3,Fear,Fear,True
2025-03-10,20,17,-3,3,Extreme Fear,Extreme fear,True
2025-03-11,24,15,-9,9,Extreme Fear,Extreme fear,True
2025-03-12,34,19,-15,15,Fear,Extreme fear,False
2025-03-13,45,21,-24,24,Fear,Fear,True
2025-03-14,27,18,-9,9,Fear,Extreme fear,False
2025-03-15,46,22,-24,24,Fear,Fear,True
2025-03-16,30,24,-6,6,Fear,Fear,True
2025-03-17,32,22,-10,10,Fear,Fear,True
2025-03-18,34,25,-9,9,Fear,Fear,True
2025-03-19,32,23,-9,9,Fear,Fear,True
2025-03-20,49,31,-18,18,Neutral,Fear,False
2025-03-21,31,27,-4,4,Fear,Fear,True
2025-03-22,32,27,-5,5,Fear,Fear,True
2025-03-23,30,27,-3,3,Fear,Fear,True
2025-03-24,45,31,-14,14,Fear,Fear,True
2025-03-25,46,34,-12,12,Fear,Fear,True
2025-03-26,47,34,-13,13,Neutral,Fear,False
2025-03-27,40,33,-7,7,Fear,Fear,True
2025-03-28,44,33,-11,11,Fear,Fear,True
2025-03-29,26,27,1,1,Fear,Fear,True
2025-03-30,32,24,-8,8,Fear,Fear,True
2025-03-31,34,24,-10,10,Fear,Fear,True
2025-04-01,34,24,-10,10,Fear,Fear,True
2025-04-02,44,29,-15,15,Fear,Fear,True
2025-04-03,25,24,-1,1,Extreme Fear,Fear,False
2025-04-04,28,25,-3,3,Fear,Fear,True
2025-04-05,30,27,-3,3,Fear,Fear,True
2025-04-06,34,27,-7,7,Fear,Fear,True
2025-04-07,23,17,-6,6,Extreme Fear,Extreme fear,True
2025-04-08,24,19,-5,5,Extreme Fear,Extreme fear,True
2025-04-09,18,15,-3,3,Extreme Fear,Extreme fear,True
2025-04-10,39,25,-14,14,Fear,Fear,True
2025-04-11,25,21,-4,4,Extreme Fear,Fear,False
2025-04-12,43,27,-16,16,Fear,Fear,True
2025-04-13,45,32,-13,13,Fear,Fear,True
2025-04-14,31,29,-2,2,Fear,Fear,True
2025-04-15,38,31,-7,7,Fear,Fear,True
2025-04-16,29,29,0,0,Fear,Fear,True
2025-04-17,30,30,0,0,Fear,Fear,True
2025-04-18,33,32,-1,1,Fear,Fear,True
2025-04-19,32,32,0,0,Fear,Fear,True
2025-04-20,37,33,-4,4,Fear,Fear,True
2025-04-21,39,34,-5,5,Fear,Fear,True
2025-04-22,47,38,-9,9,Neutral,Fear,False
2025-04-23,72,52,-20,20,Greed,Neutral,False
2025-04-24,63,53,-10,10,Greed,Neutral,False
2025-04-25,60,52,-8,8,Greed,Neutral,False
2025-04-26,65,53,-12,12,Greed,Neutral,False
2025-04-27,61,53,-8,8,Greed,Neutral,False
2025-04-28,54,51,-3,3,Neutral,Neutral,True
2025-04-29,60,53,-7,7,Greed,Neutral,False
2025-04-30,56,52,-4,4,Greed,Neutral,False
2025-05-01,53,51,-2,2,Neutral,Neutral,True
2025-05-02,67,55,-12,12,Greed,Neutral,False
2025-05-03,65,56,-9,9,Greed,Neutral,False
2025-05-04,64,53,-11,11,Greed,Neutral,False
2025-05-05,52,49,-3,3,Neutral,Neutral,True
2025-05-06,59,50,-9,9,Greed,Neutral,False
2025-05-07,67,53,-14,14,Greed,Neutral,False
2025-05-08,65,53,-12,12,Greed,Neutral,False
2025-05-09,73,70,-3,3,Greed,Greed,True
2025-05-10,70,71,1,1,Greed,Greed,True
2025-05-11,70,75,5,5,Greed,Greed,True
2025-05-12,70,73,3,3,Greed,Greed,True
2025-05-13,70,71,1,1,Greed,Greed,True
2025-05-14,73,74,1,1,Greed,Greed,True
2025-05-15,70,71,1,1,Greed,Greed,True
2025-05-16,71,69,-2,2,Greed,Greed,True
2025-05-17,74,68,-6,6,Greed,Greed,True
2025-05-18,74,66,-8,8,Greed,Greed,True
2025-05-19,74,71,-3,3,Greed,Greed,True
2025-05-20,71,68,-3,3,Greed,Greed,True
2025-05-21,70,69,-1,1,Greed,Greed,True
2025-05-22,72,73,1,1,Greed,Greed,True
2025-05-23,78,76,-2,2,Extreme Greed,Greed,False
2025-05-24,66,67,1,1,Greed,Greed,True
2025-05-25,74,67,-7,7,Greed,Greed,True
2025-05-26,73,69,-4,4,Greed,Greed,True
2025-05-27,74,68,-6,6,Greed,Greed,True
2025-05-28,71,68,-3,3,Greed,Greed,True
2025-05-29,74,65,-9,9,Greed,Greed,True
2025-05-30,60,61,1,1,Greed,Greed,True
2025-05-31,50,55,5,5,Neutral,Neutral,True
2025-06-01,56,56,0,0,Greed,Neutral,False
2025-06-02,64,57,-7,7,Greed,Neutral,False
2025-06-03,64,58,-6,6,Greed,Neutral,False
2025-06-04,62,57,-5,5,Greed,Neutral,False
2025-06-05,57,55,-2,2,Greed,Neutral,False
2025-06-06,45,46,1,1,Fear,Neutral,False
2025-06-07,52,52,0,0,Neutral,Neutral,True
2025-06-08,62,55,-7,7,Greed,Neutral,False
2025-06-09,62,55,-7,7,Greed,Neutral,False
2025-06-10,71,64,-7,7,Greed,Greed,True
2025-06-11,72,65,-7,7,Greed,Greed,True
2025-06-12,71,61,-10,10,Greed,Greed,True
2025-06-13,61,54,-7,7,Greed,Neutral,False
2025-06-14,63,52,-11,11,Greed,Neutral,False
2025-06-15,60,50,-10,10,Greed,Neutral,False
2025-06-16,61,51,-10,10,Greed,Neutral,False
2025-06-17,68,53,-15,15,Greed,Neutral,False
2025-06-18,52,48,-4,4,Neutral,Neutral,True
2025-06-19,57,48,-9,9,Greed,Neutral,False
2025-06-20,54,48,-6,6,Neutral,Neutral,True
2025-06-21,49,43,-6,6,Neutral,Neutral,True
2025-06-22,42,40,-2,2,Fear,Neutral,False
2025-06-23,47,37,-10,10,Neutral,Fear,False
2025-06-24,65,47,-18,18,Greed,Neutral,False
2025-06-25,66,48,-18,18,Greed,Neutral,False
2025-06-26,74,50,-24,24,Greed,Neutral,False
2025-06-27,65,49,-16,16,Greed,Neutral,False
2025-06-28,65,49,-16,16,Greed,Neutral,False
2025-06-29,68,50,-18,18,Greed,Neutral,False
2025-06-30,66,52,-14,14,Greed,Neutral,False
2025-07-01,64,50,-14,14,Greed,Neutral,False
2025-07-02,63,46,-17,17,Greed,Neutral,False
2025-07-03,73,54,-19,19,Greed,Neutral,False
2025-07-04,73,55,-18,18,Greed,Neutral,False
2025-07-05,67,51,-16,16,Greed,Neutral,False
2025-07-06,66,50,-16,16,Greed,Neutral,False
2025-07-07,73,52,-21,21,Greed,Neutral,False
2025-07-08,65,50,-15,15,Greed,Neutral,False
2025-07-09,66,52,-14,14,Greed,Neutral,False
2025-07-10,71,58,-13,13,Greed,Neutral,False
2025-07-11,71,67,-4,4,Greed,Greed,True
2025-07-12,79,69,-10,10,Extreme Greed,Greed,False
2025-07-13,74,68,-6,6,Greed,Greed,True
2025-07-14,74,70,-4,4,Greed,Greed,True
2025-07-15,73,70,-3,3,Greed,Greed,True
2025-07-16,70,68,-2,2,Greed,Greed,True
2025-07-17,74,70,-4,4,Greed,Greed,True
2025-07-18,73,71,-2,2,Greed,Greed,True
2025-07-19,74,69,-5,5,Greed,Greed,True
2025-07-20,72,68,-4,4,Greed,Greed,True
2025-07-21,71,67,-4,4,Greed,Greed,True
2025-07-22,72,67,-5,5,Greed,Greed,True
2025-07-23,74,70,-4,4,Greed,Greed,True
2025-07-24,71,67,-4,4,Greed,Greed,True
2025-07-25,70,66,-4,4,Greed,Greed,True
2025-07-26,72,64,-8,8,Greed,Greed,True
2025-07-27,73,64,-9,9,Greed,Greed,True
2025-07-28,75,67,-8,8,Greed,Greed,True
2025-07-29,73,63,-10,10,Greed,Greed,True
2025-07-30,74,63,-11,11,Greed,Greed,True
2025-07-31,72,62,-10,10,Greed,Greed,True
2025-08-01,65,57,-8,8,Greed,Neutral,False
2025-08-02,55,51,-4,4,Greed,Neutral,False
2025-08-03,53,48,-5,5,Neutral,Neutral,True
2025-08-04,64,52,-12,12,Greed,Neutral,False
2025-08-05,60,55,-5,5,Greed,Neutral,False
2025-08-06,54,52,-2,2,Neutral,Neutral,True
2025-08-07,62,54,-8,8,Greed,Neutral,False
2025-08-08,74,59,-15,15,Greed,Neutral,False
2025-08-09,67,58,-9,9,Greed,Neutral,False
2025-08-10,69,59,-10,10,Greed,Neutral,False
2025-08-11,70,62,-8,8,Greed,Greed,True
2025-08-12,68,60,-8,8,Greed,Greed,True
2025-08-13,73,63,-10,10,Greed,Greed,True
2025-08-14,75,68,-7,7,Greed,Greed,True
2025-08-15,60,59,-1,1,Greed,Neutral,False
2025-08-16,56,57,1,1,Greed,Neutral,False
2025-08-17,64,57,-7,7,Greed,Neutral,False
2025-08-18,60,56,-4,4,Greed,Neutral,False
2025-08-19,56,53,-3,3,Greed,Neutral,False
2025-08-20,44,45,1,1,Fear,Neutral,False
2025-08-21,50,50,0,0,Neutral,Neutral,True
2025-08-22,50,46,-4,4,Neutral,Neutral,True
2025-08-23,60,56,-4,4,Greed,Neutral,False
2025-08-24,53,53,0,0,Neutral,Neutral,True
2025-08-25,47,50,3,3,Neutral,Neutral,True
2025-08-26,48,43,-5,5,Neutral,Neutral,True
2025-08-27,51,47,-4,4,Neutral,Neutral,True
2025-08-28,48,45,-3,3,Neutral,Neutral,True
2025-08-29,50,47,-3,3,Neutral,Neutral,True
2025-08-30,39,39,0,0,Fear,Fear,True
2025-08-31,48,40,-8,8,Neutral,Neutral,True
2025-09-01,46,39,-7,7,Fear,Fear,True
2025-09-02,49,39,-10,10,Neutral,Fear,False
2025-09-03,55,42,-13,13,Greed,Neutral,False
2025-09-04,51,44,-7,7,Neutral,Neutral,True
2025-09-05,48,41,-7,7,Neutral,Neutral,True
2025-09-06,48,41,-7,7,Neutral,Neutral,True
2025-09-07,44,40,-4,4,Fear,Neutral,False
2025-09-08,51,42,-9,9,Neutral,Neutral,True
2025-09-09,48,44,-4,4,Neutral,Neutral,True
2025-09-10,49,43,-6,6,Neutral,Neutral,True
2025-09-11,54,47,-7,7,Neutral,Neutral,True
2025-09-12,57,50,-7,7,Greed,Neutral,False
2025-09-13,52,53,1,1,Neutral,Neutral,True
2025-09-14,55,52,-3,3,Greed,Neutral,False
2025-09-15,53,51,-2,2,Neutral,Neutral,True
2025-09-16,52,50,-2,2,Neutral,Neutral,True
2025-09-17,53,51,-2,2,Neutral,Neutral,True
2025-09-18,52,51,-1,1,Neutral,Neutral,True
2025-09-19,53,52,-1,1,Neutral,Neutral,True
2025-09-20,48,48,0,0,Neutral,Neutral,True
2025-09-21,49,48,-1,1,Neutral,Neutral,True
2025-09-22,45,47,2,2,Fear,Neutral,False
2025-09-23,43,40,-3,3,Fear,Neutral,False
2025-09-24,44,39,-5,5,Fear,Fear,True
2025-09-25,44,41,-3,3,Fear,Neutral,False
2025-09-26,28,32,4,4,Fear,Fear,True
2025-09-27,33,34,1,1,Fear,Fear,True
2025-09-28,37,34,-3,3,Fear,Fear,True
2025-09-29,50,39,-11,11,Neutral,Fear,False
2025-09-30,50,43,-7,7,Neutral,Neutral,True
2025-10-01,49,42,-7,7,Neutral,Neutral,True
2025-10-02,64,51,-13,13,Greed,Neutral,False
2025-10-03,63,57,-6,6,Greed,Neutral,False
2025-10-04,71,59,-12,12,Greed,Neutral,False
2025-10-05,74,58,-16,16,Greed,Neutral,False
2025-10-06,71,59,-12,12,Greed,Neutral,False
2025-10-07,70,62,-8,8,Greed,Greed,True
2025-10-08,60,55,-5,5,Greed,Neutral,False
2025-10-09,70,58,-12,12,Greed,Neutral,False
2025-10-10,64,54,-10,10,Greed,Neutral,False
2025-10-11,27,35,8,8,Fear,Fear,True
2025-10-12,24,31,7,7,Extreme Fear,Fear,False
2025-10-13,38,40,2,2,Fear,Neutral,False
2025-10-14,38,42,4,4,Fear,Neutral,False
2025-10-15,34,37,3,3,Fear,Fear,True
2025-10-16,28,32,4,4,Fear,Fear,True
2025-10-17,22,28,6,6,Extreme Fear,Fear,False
2025-10-18,23,25,2,2,Extreme Fear,Fear,False
2025-10-19,29,27,-2,2,Fear,Fear,True
2025-10-20,29,30,1,1,Fear,Fear,True
2025-10-21,34,33,-1,1,Fear,Fear,True
2025-10-22,25,29,4,4,Extreme Fear,Fear,False
2025-10-23,27,28,1,1,Fear,Fear,True
2025-10-24,30,32,2,2,Fear,Fear,True
2025-10-25,37,34,-3,3,Fear,Fear,True
2025-10-26,40,36,-4,4,Fear,Fear,True
2025-10-27,51,42,-9,9,Neutral,Neutral,True
2025-10-28,50,42,-8,8,Neutral,Neutral,True
2025-10-29,51,39,-12,12,Neutral,Fear,False
2025-10-30,34,34,0,0,Fear,Fear,True
2025-10-31,29,31,2,2,Fear,Fear,True
2025-11-01,33,33,0,0,Fear,Fear,True
2025-11-02,37,35,-2,2,Fear,Fear,True
2025-11-03,42,36,-6,6,Fear,Fear,True
2025-11-04,21,27,6,6,Extreme Fear,Fear,False
2025-11-05,23,20,-3,3,Extreme Fear,Fear,False
2025-11-06,27,24,-3,3,Fear,Fear,True
2025-11-07,24,21,-3,3,Extreme Fear,Fear,False
2025-11-08,20,25,5,5,Extreme Fear,Fear,False
2025-11-09,22,24,2,2,Extreme Fear,Fear,False
2025-11-10,29,29,0,0,Fear,Fear,True
2025-11-11,26,31,5,5,Fear,Fear,True
2025-11-12,24,26,2,2,Extreme Fear,Fear,False
2025-11-13,15,25,10,10,Extreme Fear,Fear,False
2025-11-14,16,22,6,6,Extreme Fear,Fear,False
2025-11-15,10,16,6,6,Extreme Fear,Extreme fear,True
2025-11-16,10,18,8,8,Extreme Fear,Extreme fear,True
2025-11-17,14,17,3,3,Extreme Fear,Extreme fear,True
2025-11-18,11,15,4,4,Extreme Fear,Extreme fear,True
2025-11-19,15,16,1,1,Extreme Fear,Extreme fear,True
2025-11-20,11,15,4,4,Extreme Fear,Extreme fear,True
2025-11-21,14,11,-3,3,Extreme Fear,Extreme fear,True
2025-11-22,11,10,-1,1,Extreme Fear,Extreme fear,True
2025-11-23,13,10,-3,3,Extreme Fear,Extreme fear,True
2025-11-24,19,12,-7,7,Extreme Fear,Extreme fear,True
2025-11-25,20,15,-5,5,Extreme Fear,Extreme fear,True
2025-11-26,15,15,0,0,Extreme Fear,Extreme fear,True
2025-11-27,22,18,-4,4,Extreme Fear,Extreme fear,True
2025-11-28,25,20,-5,5,Extreme Fear,Fear,False
2025-11-29,28,20,-8,8,Fear,Fear,True
2025-11-30,28,20,-8,8,Fear,Fear,True
2025-12-01,24,20,-4,4,Extreme Fear,Fear,False
2025-12-02,23,16,-7,7,Extreme Fear,Extreme fear,True
2025-12-03,28,22,-6,6,Fear,Fear,True
2025-12-04,26,27,1,1,Fear,Fear,True
2025-12-05,28,25,-3,3,Fear,Fear,True
2025-12-06,23,21,-2,2,Extreme Fear,Fear,False
2025-12-07,20,22,2,2,Extreme Fear,Fear,False
2025-12-08,20,24,4,4,Extreme Fear,Fear,False
2025-12-09,22,25,3,3,Extreme Fear,Fear,False
2025-12-10,26,30,4,4,Fear,Fear,True
2025-12-11,29,29,0,0,Fear,Fear,True
2025-12-12,29,29,0,0,Fear,Fear,True
2025-12-13,23,26,3,3,Extreme Fear,Fear,False
2025-12-14,21,27,6,6,Extreme Fear,Fear,False
2025-12-15,16,24,8,8,Extreme Fear,Fear,False
2025-12-16,11,22,11,11,Extreme Fear,Fear,False
2025-12-17,16,25,9,9,Extreme Fear,Fear,False
2025-12-18,17,22,5,5,Extreme Fear,Fear,False
2025-12-19,16,21,5,5,Extreme Fear,Fear,False
2025-12-20,20,27,7,7,Extreme Fear,Fear,False
2025-12-21,20,28,8,8,Extreme Fear,Fear,False
2025-12-22,25,29,4,4,Extreme Fear,Fear,False
2025-12-23,24,29,5,5,Extreme Fear,Fear,False
2025-12-24,24,27,3,3,Extreme Fear,Fear,False
2025-12-25,23,28,5,5,Extreme Fear,Fear,False
2025-12-26,20,27,7,7,Extreme Fear,Fear,False
2025-12-27,23,28,5,5,Extreme Fear,Fear,False
2025-12-28,24,29,5,5,Extreme Fear,Fear,False
2025-12-29,24,30,6,6,Extreme Fear,Fear,False
2025-12-30,23,29,6,6,Extreme Fear,Fear,False
2025-12-31,21,32,11,11,Extreme Fear,Fear,False
2026-01-01,20,31,11,11,Extreme Fear,Fear,False
2026-01-02,28,34,6,6,Fear,Fear,True
2026-01-03,29,38,9,9,Fear,Fear,True
2026-01-04,25,40,15,15,Extreme Fear,Neutral,False
2026-01-05,26,42,16,16,Fear,Neutral,False
2026-01-06,44,49,5,5,Fear,Neutral,False
2026-01-07,42,49,7,7,Fear,Neutral,False
2026-01-08,28,43,15,15,Fear,Neutral,False
2026-01-09,27,41,14,14,Fear,Neutral,False
2026-01-10,25,40,15,15,Extreme Fear,Neutral,False
2026-01-11,29,40,11,11,Fear,Neutral,False
2026-01-12,27,41,14,14,Fear,Neutral,False
2026-01-13,26,41,15,15,Fear,Neutral,False
2026-01-14,48,52,4,4,Neutral,Neutral,True
2026-01-15,61,54,-7,7,Greed,Neutral,False
2026-01-16,49,50,1,1,Neutral,Neutral,True
2026-01-17,50,50,0,0,Neutral,Neutral,True
2026-01-18,49,49,0,0,Neutral,Neutral,True
2026-01-19,44,45,1,1,Fear,Neutral,False
2026-01-20,32,42,10,10,Fear,Neutral,False
2026-01-21,24,32,8,8,Extreme Fear,Fear,False
2026-01-22,20,34,14,14,Extreme Fear,Fear,False
2026-01-23,24,34,10,10,Extreme Fear,Fear,False
2026-01-24,25,35,10,10,Extreme Fear,Fear,False
2026-01-25,25,34,9,9,Extreme Fear,Fear,False
2026-01-26,20,29,9,9,Extreme Fear,Fear,False
2026-01-27,29,35,6,6,Fear,Fear,True
2026-01-28,29,37,8,8,Fear,Fear,True
2026-01-29,26,38,12,12,Fear,Fear,True
2026-01-30,16,28,12,12,Extreme Fear,Fear,False
2026-01-31,20,26,6,6,Extreme Fear,Fear,False
2026-02-01,14,18,4,4,Extreme Fear,Extreme fear,True
2026-02-02,14,15,1,1,Extreme Fear,Extreme fear,True
2026-02-03,17,17,0,0,Extreme Fear,Extreme fear,True
2026-02-04,14,14,0,0,Extreme Fear,Extreme fear,True
2026-02-05,12,11,-1,1,Extreme Fear,Extreme fear,True
2026-02-06,9,5,-4,4,Extreme Fear,Extreme fear,True
2026-02-07,6,8,2,2,Extreme Fear,Extreme fear,True
2026-02-08,7,8,1,1,Extreme Fear,Extreme fear,True
2026-02-09,14,9,-5,5,Extreme Fear,Extreme fear,True
2026-02-10,9,10,1,1,Extreme Fear,Extreme fear,True
2026-02-11,11,9,-2,2,Extreme Fear,Extreme fear,True
2026-02-12,5,8,3,3,Extreme Fear,Extreme fear,True
2026-02-13,9,8,-1,1,Extreme Fear,Extreme fear,True
2026-02-14,9,11,2,2,Extreme Fear,Extreme fear,True
2026-02-15,8,13,5,5,Extreme Fear,Extreme fear,True
2026-02-16,12,12,0,0,Extreme Fear,Extreme fear,True
2026-02-17,10,13,3,3,Extreme Fear,Extreme fear,True
2026-02-18,8,12,4,4,Extreme Fear,Extreme fear,True
2026-02-19,9,11,2,2,Extreme Fear,Extreme fear,True
2026-02-20,7,12,5,5,Extreme Fear,Extreme fear,True
2026-02-21,8,14,6,6,Extreme Fear,Extreme fear,True
2026-02-22,9,14,5,5,Extreme Fear,Extreme fear,True
2026-02-23,5,14,9,9,Extreme Fear,Extreme fear,True
2026-02-24,8,11,3,3,Extreme Fear,Extreme fear,True
2026-02-25,11,11,0,0,Extreme Fear,Extreme fear,True
2026-02-26,11,16,5,5,Extreme Fear,Extreme fear,True
2026-02-27,13,16,3,3,Extreme Fear,Extreme fear,True
2026-02-28,11,14,3,3,Extreme Fear,Extreme fear,True
2026-03-01,14,16,2,2,Extreme Fear,Extreme fear,True
2026-03-02,10,15,5,5,Extreme Fear,Extreme fear,True
2026-03-03,14,20,6,6,Extreme Fear,Fear,False
2026-03-04,10,19,9,9,Extreme Fear,Extreme fear,True
2026-03-05,22,25,3,3,Extreme Fear,Fear,False
2026-03-06,18,20,2,2,Extreme Fear,Fear,False
2026-03-07,12,18,6,6,Extreme Fear,Extreme fear,True
2026-03-08,12,17,5,5,Extreme Fear,Extreme fear,True
2026-03-09,8,21,13,13,Extreme Fear,Fear,False
2026-03-10,13,25,12,12,Extreme Fear,Fear,False
2026-03-11,15,26,11,11,Extreme Fear,Fear,False
2026-03-12,18,28,10,10,Extreme Fear,Fear,False
2026-03-13,15,30,15,15,Extreme Fear,Fear,False
2026-03-14,16,31,15,15,Extreme Fear,Fear,False
2026-03-15,15,36,21,21,Extreme Fear,Fear,False
2026-03-16,23,45,22,22,Extreme Fear,Neutral,False
2026-03-17,28,43,15,15,Fear,Neutral,False
2026-03-18,26,34,8,8,Fear,Fear,True
2026-03-19,23,30,7,7,Extreme Fear,Fear,False
2026-03-20,11,32,21,21,Extreme Fear,Fear,False
2026-03-21,12,30,18,18,Extreme Fear,Fear,False
2026-03-22,10,25,15,15,Extreme Fear,Fear,False
2026-03-23,8,32,24,24,Extreme Fear,Fear,False
2026-03-24,11,33,22,22,Extreme Fear,Fear,False
2026-03-25,14,35,21,21,Extreme Fear,Fear,False
2026-03-26,10,29,19,19,Extreme Fear,Fear,False
2026-03-27,13,23,10,10,Extreme Fear,Fear,False
2026-03-28,12,23,11,11,Extreme Fear,Fear,False
2026-03-29,9,23,14,14,Extreme Fear,Fear,False
2026-03-30,8,25,17,17,Extreme Fear,Fear,False
2026-03-31,11,30,19,19,Extreme Fear,Fear,False
2026-04-01,8,32,24,24,Extreme Fear,Fear,False
2026-04-02,12,28,16,16,Extreme Fear,Fear,False
2026-04-03,9,28,19,19,Extreme Fear,Fear,False
2026-04-04,11,30,19,19,Extreme Fear,Fear,False
2026-04-05,12,35,23,23,Extreme Fear,Fear,False
2026-04-06,13,35,22,22,Extreme Fear,Fear,False
2026-04-07,11,47,36,36,Extreme Fear,Neutral,False
2026-04-08,17,43,26,26,Extreme Fear,Neutral,False
